titulo;url;materiais;receita;origem
Free Raccoon crochet pattern;https://www.mariskavos.nl/free-raccoon-crochet-pattern;"These are the materials that I used. You can replace them with other
materials. If you wish to make a larger or smaller version of this Amigurumi,
you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials.";"Crochet a very cute raccoon with this free raccoon crochet pattern. You can crochet him with any yarn that you like, make sure to use the smallest crochet hook recommended on the label of the yarn.
Size raccoon made with sport weight cotton yarn: 11 cm / 4 inch.
Robbie the Raccoon greatest wish is to be able to fly. Sometimes he gets into big trees and jumps out of them to try to fly. But he always fails. Luckily his friends always save him from a hard fall.
After his last jump he decided that it’s a better idea to just look at the birds from a high tree instead of trying to fly himself.
Table of contents
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute Raccoon Amigurumi with this free animal crochet pattern.
Small raccoon 4 inch / 11 cm
– Grey cotton – Yarn and Colors Must Have color: 096
– Black cotton – Yarn and Colors Must Have color: 100
– White cotton – Yarn and Colors Must Have color: 001
– Synthetic Poly filling
– 1 safety eyes size: 8 mm
– Crochet hook size B/1 (2.5 mm)
Search for a similar cotton yarn you can buy near you on YARNSUB

Big raccoon 8 inch / 20 cm
– Grey, black and white velvet yarn
– Synthetic Poly filling
– 1 safety eyes size: 10 mm
– Crochet hook size B/1 (2.5 mm)
Supplies:
Scissors
Tapestry needles with blunt point, nr. 16
Pins
Abbreviations (U.S. Terms) used in this free reindeer crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Left eye spot:
Join white yarn in the 7th st of Rnd 3 (the stitch you marked in round 3)
ch 1, sc in the 7th st & 8th st, inc in the 6st st of Rnd 2, sc in the 7nd and 8rd st, sl st in the 9th stitch.
(see photo’s below)
Right eye spot:
Join white yarn in the 10th st of Rnd 2 (the stitch you marked in round 2)
ch 1, sc in the next st, inc in the next st, sc in the next 2 st, inc in the next st
(see photo’s below)
Body:
Snout
Ear 2x:
Ear inside 2x:
Arm 2x:
Leg 2x:
Tail:
Now your raccoon is ready, I hope you enjoyed this cute free crochet pattern.
There are many more free amigurumi patterns on this website.";Mariskavos
Free Fox Crochet pattern;https://www.mariskavos.nl/free-fox-crochet-pattern;"Materials:
These are the materials that I used. You can replace them with other
materials. If you wish to make a larger or smaller version of this Amigurumi,
you can just use a thicker or thinner yarn/crochet hook.
– Orange cotton – catania color: 281
– Black cotton – catania color: 110
– White cotton – catania color: 105
– Synthetic Poly filling
– 1 safety eyes size: 8 mm
The big fox was made with orange, black and white super bulky Chenille yarn
and a 5.0 mm hook, the eyes are 16 mm.
Check the materials page on my website if you need help in choosing the right materials.";"Crochet Axl the fox Amigurumi with this free fox crochet pattern. You can crochet him with any yarn that you like, make sure to use the smallest crochet hook recommended on the label of the yarn.
This is an easy stuffed animal crochet pattern including full video tutorial, great for beginners.
Size small fox made with sport weight cotton yarn: 7 cm / 3 inch
Size big plush fox made with chenille super bulky yarn: 16 cm / 6 inch.
Axl the Fox just loves autumn! The leaves turning orange is like a big warm hug from nature just for him. Plus, he can play hide and seek with all his forest friends without them spotting him too easily,
since he’s a bit of a shy guy.
Check out my basic stitches tutorial if you are a beginner. The tutorial has a lot of videos included.
There is also a full free video on how to create this cute fox here:
Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
Scissors
Tapestry needles with blunt point, nr. 16
Pins
Crochet hook size 2.5 mm 4/0 for the sport weight cotton version
Crochet hook size 5.0 mm H for the chenille super bulky version
Body:
Snout:
Nose:
Ear 2x:
Inside ear 2x:
Feet 2x:
Tail:
Now your fox is done!
I hope you enjoyed this free fox crochet pattern. Please check the other stuffed animal patterns on my website.";Mariskavos
Free Cat Amigurumi Pattern;https://www.mariskavos.nl/free-cat-amigurumi-pattern;"Materials:
These are the materials that I used when making this free cat amigurumi pattern. You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini cat amigurumi you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials.

Cotton Sport Weight version 5 cm / 2 inch:
– Grey catania cotton color: 172
– Dark Grey catania cotton color: 429
– Black catania cotton color – 110
– Synthetic Poly filling

Chenille Super Bulky version 10 cm / 4 inch:
– Grey Chenille yarn
– Dark Grey Chenille yarn
– Black Chenille yarn
– Synthetic Poly filling";"This cute cat crochet pattern is my most popular YouTube video tutorial. If you need any help while making the free cat amigurumi pattern below, I recommend you to watch this video. It is full of tips and tricks.
This is an easy beginner crochet pattern, you do not need much yarn to make this cat. It is perfect for leftover yarn, because of it’s small size.

The small cat that I use as a keychain was made with sport weight cotton yarn and a 2.5 mm crochet hook.
But you can use any yarn that you like for this pattern. If you use thicker yarn and a bigger crochet hook, your cat Amigurumi will be much bigger. The bigger cat that I made from the same pattern was crocheted with plush Super Bulky chenille yarn.
TIP Chenille/Velvet or other similar yarn: The body of the cat might look a bit to oval when crocheting it, don’t worry about it, it will be fine when you put stuffing in it.

This is the full video on YouTube on how to crochet every step of this Cat Amigurumi:
If you are new to crochet, please check my basic stitches tutorial to learn how to crochet.
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
– Crochet hook size 2.5 mm 4/0 for the cotton or 5.0 mm H for Chenille yarn
Tail:
Body:
First make two ears:
Video on how to make the ears: https://youtu.be/bD68OaCnlv8

First Ear:
Second Ear:
Now your cat is done!
If you enjoyed crocheting this free cat Amigurumi pattern, please check out the other patterns on my website.
I have many more free cute Amigurumi patterns available.";Mariskavos
Free Monster Crochet Pattern;https://www.mariskavos.nl/free-monster-crochet-pattern;"The main body of the one eyed monster in the photo was made using furry yarn and a 5 mm crochet hook. All other body parts were made with sport-weight cotton yarn and a 2.5 mm hook. If you use the same materials, your monster with one eye will be about 22 cm (9 inches) tall.
These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the cyclops amigurumi using this free crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.";"Create an adorable cyclops amigurumi plushie with this free monster crochet pattern! The pattern for Hector the Cyclops is also featured in the book Amigurumi Fantasy 3, alongside many other cute fantasy creatures.
Furry yarn can be quite challenging to crochet with, but don’t worry, I’ve made a video tutorial on how to crochet with furry/plushie yarn to help you out.
Table of contents
A little story about Hector the Cyclops:
Hector the Cyclops lives in a small village at the base of a mountain. Despite his large size and strength, Hector is notoriously lazy. He spends his days lounging in the sun, dozing off, and coming up with elaborate excuses for not helping with the village chores.
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Book: You can also find the pattern of Hector the Cyclops in the book Amigurumi Fantasy 3, available on Amazon or other bookstores:  www.mariskavos.nl/craft-books/
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute Cyclops Amigurumi with this free monster crochet pattern.
Cotton Sport Weight version 22 cm / 9 inch:
– Brown Hairy Eyelash yarn – Schachenmayr Brazilia or similar – 3 balls
Search for a similar fury yarn you can buy near you on YARNSUB
– Beige Schachenmayr Catania cotton: 179: 40 gram
– White Schachenmayr Catania cotton: 105: 15 gram
– Green Schachenmayr Catania cotton: 205: 5 gram
– Black Schachenmayr Catania cotton: 110: 3 gram
– Synthetic Poly Filling
– Crochet hook size 2.5 mm for the cotton yarn & Crochet hook size 5 mm for the fury yarn

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
Abbreviations used in this free cyclops crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Eye:
Eyelid:
Horn 2x:
Arm 2x:
Thumb 2x:
Finger 6x:
Foot 2x:
Big toe 2x:
Small toe 6x:
Leg 2x:";Mariskavos
Free Octopus Crochet Pattern;https://www.mariskavos.nl/free-octopus-crochet-pattern;"These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the octopus using this free amigurumi pattern, you can simply use a thicker or thinner yarn and crochet hook.
Check the materials page on my website if you need help in choosing the right materials.";"Crochet Bubbles the Octopus Amigurumi with this NO SEW free octopus crochet pattern. This is an easy small beginner crochet project that you can make in less then a hour. It is a great pattern tutorial for left over yarn. You don’t have to sew any parts on the Octopus! I love making mini amigurumi plush toys because they just take a little bit of time to create.
This is a no sew Amigurumi crochet pattern.
I made the small keychain size version from sport weight cotton yarn. However, you can also crochet the octopus from bigger yarn. For example, plush chenille yarn will make your mini Amigurumi toy bigger and very huggable.
Basic Stitches Tutorial:
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos on how to crochet plush toys. It covers everything you need to know to make your very own adorable octopus Amigurumi.
Video:
I also have made a full video on YouTube on how to crochet every step of this mini octopus Amigurumi:
Cotton Sport Weight version 5 cm / 2 inch:
– Blue catania cotton color – 253 or Orange catania cotton color – 281
– White catania cotton color – 105
– Safety eyes 6 mm & 8 mm
– Synthetic Poly Filling
– Crochet hook size 2.5 mm

Chenille Super Bulky version 12 cm / 5 inch:
– Blue Chenille yarn or Orange Chenille yarn
– White Chenille yarn
– Safety eyes 14 mm & 18 mm
– Synthetic Poly Filling
– Crochet hook size 5.0 mm

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 1
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5.0 mm crochet hook.
Abbreviations used in this pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Tentacle 8x:
Big Eye:
Small Eye:
Body:
Now your Octopus plush toy is done! I hope you enjoyed this free octopus crochet pattern. I have many more free amigurumi patterns on my blog! Almost all mini stuffed animal patterns have a full video on how to crochet them included.";Mariskavos
Free Cat Amigurumi Crochet Pattern;https://www.mariskavos.nl/free-cat-amigurumi-crochet-pattern;"Check out my basic stitches tutorial if you are a beginner. The tutorial has a lot of videos included.

Materials:

These are the materials that I used. You can replace them with other materials. If you wish to crochet a larger or smaller version of this cat amigurumi, you can just use a thicker or thinner yarn/crochet hook.

Small coco the cat: 6 cm / 2,5 inch
Big coco the cat: 16 cm / 6 inch
Check the materials page on my website if you need help in choosing the right materials.";"Learn how to crochet a very cute cat amigurumi with this easy and fast to make free cat amigurumi crochet pattern. This small project is very suitable for beginners that want to learn how to crochet an amigurumi.

You can make the cat in any yarn that you like. I made it in cotton and chenille yarn, the cotton one is very small, the chenille one is much larger, these two cats are both made with the same kitty pattern.
If you want to crochet a big plush toy within a few hours, use big chunky yarn and crochet hook and you will have made a cute gift very fast! It will take about 2 hours to make.
There is a full free video on how to create coco the cat amigurumi here:
Small Coco the Cat:
Purple cotton – catania color: 226
Black Cotton – catania color: 110
Synthetic Poly filling
1 pair black safety eyes: 8 mm
Big Coco the Cat:
The big cat amigurumi (24 cm / 10 inch) was made with chenille yarn (super bulky), 5.0 mm hook and 16 mm safety eyes. If you want to use Super Bulky Blanket yarn, I recommend a 8.0 mm crochet hook.

TIP Chenille/Velvet or other similar yarn: The body of the cat might look a bit to oval when crocheting it, don’t worry about it, it will be fine when you put stuffing in it.
Supplies:
Scissors
Tapestry needles with blunt point, nr. 16
Pins
Body:
Ear 2x:
Feet 2x:
Tail:
Now your cat is done!
There are many more free amigurumi patterns on this website.";Mariskavos
Free Mummy Cat Crochet Pattern;https://www.mariskavos.nl/free-mummy-cat-crochet-pattern;These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of this Mummy Cat Amigurumi using this free Halloween stuffed animal crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"This is Kiki the Mummy Cat, a very cute free Amigurumi crochet pattern perfect for Halloween. In fact, Halloween is Kiki the Cat’s favorite day of the year, and this time she dressed up as a spooky mummy. Together with her scary pumpkin friend, she makes an irresistibly cute yet spooky pair.
Furthermore, this is an easy, large crochet pattern, making it great for beginners. I made Kiki the Cat using sport-weight cotton yarn; however, you can use any yarn you like to create her. The thicker the yarn, the larger your Mummy Cat will turn out.
Kiki also has a cute scary pumpkin friend, the crochet pattern of this pumpkin Amigurumi can also be found on my blog. Such a cute crochet pattern for Halloween!
Table of contents
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute halloween Amigurumi with this free Mummy Cat crochet pattern.
Cotton Sport Weight version 15 cm / 6 inch:
– Purple Yarn and Colors Must Have color: 052 2 balls
– White Yarn and Colors Must Have color: 001
– Orange Yarn and Colors Must Have color: 020
– Green Yarn and Colors Must Have color: 023
– Black Yarn and Colors Must Have color: 100
– Pink Yarn and Colors Must Have color: 039
– Synthetic Poly Filling
– Crochet hook size B/1 (2.5 mm)
– Green Cat Safety eyes 12 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a L/11 (8.0 mm) crochet hook.
For Super Bulky Chenille yarn I recommend a H/8 (5.0 mm) crochet hook, for bulky velvet yarn a E/4 (3.5 mm) crochet hook.
Abbreviations (U.S terms) used in this free Halloween Mummy Cat crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Bandage:
Tail:
Now Kiki the Mummy Cat is done! Are you going to crochet her little scary pumpkin friend as well?
Or maybe a cute bat friend for Halloween? Check out the many other free Amigurumi patterns on my blog.";Mariskavos
Free Penguin Crochet pattern;https://www.mariskavos.nl/free-penguin-crochet-pattern;"These are the materials that I used for this penguin You can replace them with other materials. If you wish to crochet a larger or smaller version of this mini penguin, you can just use a thicker or thinner yarn/crochet hook.
Check the materials page on my website if you need help in choosing the right materials.";"Create your very own adorable Amigurumi with this free penguin crochet pattern! Whether you’re a beginner or an experienced crocheter, this easy-to-follow pattern is perfect for everyone. In just a few hours, using any yarn of your choice, you can bring this cute penguin Amigurumi plush toy to life.
For the smaller penguin Amigurumi, I used sport weight cotton yarn, for the larger version, I used chenille Super Bulky plush yarn.
To help you along the way, the pattern includes a comprehensive video tutorial that guides you through each step of creating this cute penguin.
Table of contents
If you’re new to crocheting, don’t worry! Check out my beginner-friendly basic stitches tutorial, complete with numerous instructional videos. It covers everything you need to know to make your very own adorable Amigurumi animals.
Watch the full video on crocheting every step of this penguin Amigurumi, keep scrolling for the free written pattern
PDF Pattern without ads:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Cotton Sport Weight version 3 inch / 6 cm:
– Blue Yarn and Colors must have color: 065 or Pink Yarn and Colors must have color 037
– White Yarn and Colors must have color 001
– Yellow Yarn and Colors must have color 014
– Orange Yarn and Colors must have color 016
– Safety eyes 7 mm
– Synthetic Poly Filling
– Crochet hook size B/1 (2.5 mm)

Hat:
– Green Yarn and Colors must have color 085
– Light Green Yarn and Colors must have color 081
Flower:
– Pink Yarn and Colors must have color 037
– Green Yarn and Colors must have color 085
Chenille Super Bulky version 12 cm / 5 inch:
– Blue Chenille yarn or Pink Chenille yarn
– White Chenille yarn
– Yellow Chenille yarn
– Orange Chenille yarn
– Safety eyes 15 mm
– Synthetic Poly Filling
– Crochet hook size H/8 (5.0 mm)

Hat:
– Green Chenille yarn
– Light Green Chenille yarn
Small Flower:
– Pink Chenille yarn
– Green Chenille yarn

Search for a similar chenille yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a L/11 (8.0 mm) crochet hook.
For Bulky Velvet yarn I recommend a E/4 (3.5 mm) crochet hook.
Abbreviations (U.S. Terms) used in this crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Body:
Wing 2x:
Feet 2x:
Video on how to crochet the Hat:
Hat:
Ball on hat:
Flower:
Find the video on how to make these flowers on my YouTube channel: https://youtu.be/gh10ECfqsxY
I hope you enjoyed making this cute free penguin crochet pattern. There are many more free Amigurumi patterns on my blog! Many of these stuffed animal paterns have full video’s included to help you create a plush toy.";Mariskavos
Free bunnies crochet pattern;https://www.mariskavos.nl/free-bunnies-crochet-pattern;"I made Emily and George from sport weight cotton yarn with a 2.5 mm crochet hook, but you can use any yarn you like to crochet these bunnies. All the Materials are listed below. Made with cotton yarn the bunnies will be 20 cm / 8 inch tall. if you use bigger yarn for this crochet pattern, your Amigurumi bunny rabbit will turn out much larger.
These are the materials that I used. However, feel free to replace them with other materials of your choice. Furthermore, if you wish to crochet a larger or smaller version of the bunny amigurumi using this free stuffed animal crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.";"Crochet two very cute bunnies rabbits Amigurumi with this an easy beginner friendly free bunny crochet pattern. These bunnies are so much fun to create for easter.
A little story about Emily and George the Bunnies:
Emily and George live in a cozy burrow deep in the forest. They look a lot alike, with their soft fluffy fur and big floppy ears. But when it comes to their personalities, the two bunnies couldn’t be more different. Emily loves everything pink and sparkly. She is the life of the party, with a big smile on her face and a spring in her step.
George, on the other hand, prefers to stay at home and play his videogames. He loves nothing more than a quiet afternoon spent at home with his controller in hand. Despite their differences, Emily and George are the best of friends, they have a special bond that nothing can break.
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Book: You can also find the pattern of George and Emily the Bunnies in the book Amigurumi Made Easy available on Amazon or other bookstores:  www.mariskavos.nl/craft-books/
Basic Stitches Tutorial:
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute bunny rabbit Amigurumi with this free bunny crochet pattern.
Cotton Sport Weight version 15 cm / 6 inch:
– Pink cotton for shirt and bow – catania color: 409 20 gram
– Beige cotton – catania color: 263 – 42 g for one bunny
– Dark pink cotton – catania color: 252 – 5 gram
– Black cotton – catania color: 110 – 5 gram
– Light Pink cotton – catania color: 246 – 5 gram
– Blue cotton – catania color: 380 – 10 gram
– Light Blue cotton – catania color: 397 – 10 gram
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– Safety eyes 12 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5 mm crochet hook, for bulky velvet yarn a 3.5 mm crochet hook.
Abbreviations used in this free bunny crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
Click here to go to George the bunny free crochet pattern.
Head:
Cheek 2x:
Ears 2x:
Strap:
Bow:
Body:
Heart:
Arms 2x:
Tail:
Now Emily the bunny is done, I hope you enjoyed this free bunny rabbit crochet pattern. Let’s make George the bunny!
Head:
Ear 2x:
Body:
Arms 2x:
Tail:
Now your cute bunny rabbit is done, are you looking for more free easter crochet patterns?
Try my other cute stuffed animal Amigurumi patterns below:";Mariskavos
Free Cheeken Crochet Pattern;https://www.mariskavos.nl/free-cheeken-crochet-pattern;These are the materials that I used. However, feel free to replace the yarn with other yarn of your choice. If you would like to create a smaller of bigger version of this cute free Vampster crochet pattern from Moonlight Peaks, you can simply use a thicker or thinner yarn and crochet hook.;"Crochet your own Moonlight Peaks amigurumi toy with this free Cheeken crochet pattern. This cute and colorful character is from the awesome vampire game Moonlight Peaks. Cheeken was made with sport-weight cotton yarn, but you can use any yarn you like to create this adorable chicken-like creature.
Size of Cheeken (when made with sport weight cotton yarn): 4 inch / 10 cm
You can find more Moonlight Peaks crochet Pattern on my blog.
A little story about Cheeken:
A lively farm animal of Moonlight Peaks, the Cheeken is known for its chatter and delicious eggs. It’s always losing count of its cheeklets or musing on the origins of the egg, providing endless barnyard amusement.
Watch this short video that shows you the crocheted Cheeken from all sides!
Table of contents
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy the pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free pattern)
Game:
Add the Game Moonlight Peaks on your steam wishlist.
This super awesome game will be released in 2026. My husband, Yannis Bolman, and his company, Little Chicken, are creating Moonlight Peaks, and he asked me to crochet amigurumi patterns based on the cute characters from it. This is the first one I’ve made—more to come!
Experience life as a vampire in Moonlight Peaks! Master the art of potion-making and spell-casting, tend to your supernatural farm, and make your mark on the magical town. Befriend the local werewolves, witches and mermaids, and maybe even find eternal love along the way!
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute toad Amigurumi with this free Yabbis the Magic Toad crochet pattern from Moonlight Peaks.
Cotton Sport Weight version 8 cm / 3 inch:
– Yarn and Colors Must Have Purple cotton color: 053
– Yarn and Colors Must Have Lilac cotton color: 052
– Yarn and Colors Must Have Orange cotton color: 106
– Yarn and Colors Must Have Green cotton color: 083
– Yarn and Colors Must Have Pink cotton color: 038
– Yarn and Colors Must Have Yellow cotton color: 014
– Synthetic Poly Filling
– Yellow Safety eyes 1 pair: 15 cm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Crochet hook size 2.5 mm
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5 mm crochet hook, for bulky velvet yarn a 3.5 mm crochet hook.
Abbreviations (U.S Terms) used in this cute crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
hdc: half double crochet
dc: double crochet
ch: chain stitch
Body:
Head:
Foot 2x:
Start making 3 toes
Joining the toes
Wing 2x:
Tail Feather:
Start making 3 feather parts
Big Feather:
Small Feather 2x:
Joining the feather parts
Beak:
Leaf:
Baby Cheekens:
Now your cheeken is done! I hope you enjoyed this free cheecken crochet pattern. Please subscribe to my newsletter to be updated on future Moonlight Peaks patterns.

Cheeken and Moonlight Peaks are copyrighted by Little Chicken Game Company, this pattern has been made with the permission of Little Chicken Game Company.";Mariskavos
Free Valentine Crochet Pattern;https://www.mariskavos.nl/free-valentine-crochet-pattern;These are the materials that I used for this Amigurumi pattern. However, feel free to replace the yarn with other yarn of your choice. If you would like to create a smaller of bigger version of this cute free valentine crochet pattern, you can simply use a thicker or thinner yarn and crochet hook.;"Learn how to create an adorable Amigurumi gift for valentine’s day with this free Love Devil crochet pattern. This is an easy crochet pattern, very suitable for beginners. This cute Love Devil pattern is created by DIY Fluffies.
This cute Amigurumi has been made with sport weight cotton yarn and a 2.5 mm crochet hook. But you can use any yarn to crochet this cute Love Devil Amigurumi. The bigger the yarn, the larger your Love Devil will become.
A little story about Love Devil:
Little Love Devil is a bit different than all other Devils. He is a big fan of Cupid and wants to be just like him. He is always trying to make people fall in love with eachother. It’s not an easy task. Sometimes it goes wrong, but he is trying!
PDF Pattern:
If you prefer a pdf download or want to support me, you can buy this valentine’s day Amigurumi crochet pdf pattern in my etsy shop, thank you so much for your support! (Keep scrolling for the free love devil pattern)
Basic Stitches Tutorial:
If you are a beginner that want to learn how to crochet, check out my beginner-friendly basic stitches tutorial, it has many instructional videos on how to crochet every stitch. It shows you all you need to know to make your very own cute Amigurumi for valentine’s day with this free love devil amigurumi crochet pattern.
Cotton Sport Weight version 18 cm / 7 inch:
– 2x Red cotton yarn SMC Catania color: 115
– White cotton yarn SMC Catania color: 106
– Coral cotton yarn SMC Catania color: 410
– Black cotton yarn SMC Catania color: 110
– Synthetic Poly Filling
– Crochet hook size 2.5 mm
– 1 Pair safety eyes 10 mm

Search for a similar cotton yarn you can buy near you on YARNSUB
Supplies:
– Scissors
– Tapestry needles with blunt point, nr. 16 or 17
– Pins
TIP: Are you using are using Blanket yarn? Then I recommend a 8.0 mm crochet hook.
For Super Bulky Chenille yarn I recommend a 5 mm crochet hook, for bulky velvet yarn a 3.5 mm crochet hook.
Abbreviations used in this free valentine’s day crochet pattern:
(All abbreviations are explained in my basic stitches tutorial)
Rnd: Round
st: stitch
sc: single crochet
sl st: slip stitch
dec: decrease
inc: increase
FLO: front loops only
BLO: back loops only
Eyes:
Head:
Tooth:
Horn 2x:
Ear 2x:
Body:
Belly:
Arm 2x:
Nail 6x:
Tail:
Tail point:
Heart on stick
Heart:
Stick:
Now your Love Devil Amigurumi is done! I hope you had fun crocheting this cute free Valentine’s day crochet pattern. There are many more Amigurumi patterns on my DIY Fluffies blog.";Mariskavos
